#SampleID	Study	Latitude	Longitude	Environment	WaterOrSediment	LabOrField	IncubationOrCollection	Source	MaterialType	PlasticTypeSpecific	PlasticTypeGeneral	DEPTH	IncubationTime	IncubationGeneral	Temperature	Salinity	Light	Season	PrimerPair	DNAExtraction
DT2017s056	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	sediment	sediment	sediment	biofilm	26	88	late	10.4	34	ambient	winter	341F_785R	powersoil
DT2017s065	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	sediment	sediment	sediment	biofilm	26	126	late	6.5	32.4	ambient	winter	341F_785R	powersoil
DT2017s066	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	sediment	sediment	sediment	biofilm	26	25	late	13.1	32.8	ambient	autumn	341F_785R	powersoil
DT2017s084	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	sediment	sediment	sediment	biofilm	26	153	late	7.7	34.5	ambient	winter	341F_785R	powersoil
DT2017s087	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	sediment	sediment	sediment	biofilm	26	126	late	6.5	32.4	ambient	winter	341F_785R	powersoil
DT2017s095	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	sediment	sediment	sediment	biofilm	26	0	early	16.3	33.8	ambient	autumn	341F_785R	powersoil
DT2017s102	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	sediment	sediment	sediment	biofilm	26	0	early	13.1	32.8	ambient	autumn	341F_785R	powersoil
DT2017s111	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	sediment	sediment	sediment	biofilm	26	25	late	13.1	32.8	ambient	autumn	341F_785R	powersoil
DT2017s125	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	sediment	sediment	sediment	biofilm	26	88	late	10.4	34	ambient	winter	341F_785R	powersoil
DT2015s001	DeTender	51.22	2.86	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s002	DeTender	51.22	2.86	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s003	DeTender	51.22	2.86	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s004	DeTender	51.22	2.86	marine	water	field	collection	water	water	water	planktonic	8.5	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s005	DeTender	51.16	2.71	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s006	DeTender	51.16	2.71	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s007	DeTender	51.16	2.71	marine	water	field	collection	water	water	water	planktonic	6.5	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s008	DeTender	51.16	2.71	marine	water	field	collection	water	water	water	planktonic	6.5	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s009	DeTender	51.33	3.13	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s010	DeTender	51.33	3.13	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s011	DeTender	51.33	3.13	marine	water	field	collection	water	water	water	planktonic	6.5	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s012	DeTender	51.33	3.13	marine	water	field	collection	water	water	water	planktonic	6.5	unknown	collection	7	35	ambient	spring	341F_785R	powersoil
DT2015s031	DeTender	51.27	2.91	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s032	DeTender	51.27	2.91	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s033	DeTender	51.27	2.91	marine	water	field	collection	water	water	water	planktonic	9	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s034	DeTender	51.27	2.91	marine	water	field	collection	water	water	water	planktonic	9	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s035	DeTender	51.32	2.85	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s036	DeTender	51.32	2.85	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s037	DeTender	51.32	2.85	marine	water	field	collection	water	water	water	planktonic	11	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s038	DeTender	51.32	2.85	marine	water	field	collection	water	water	water	planktonic	11	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s039	DeTender	51.37	3.22	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s040	DeTender	51.37	3.22	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s041	DeTender	51.37	3.22	marine	water	field	collection	water	water	water	planktonic	7	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s042	DeTender	51.37	3.22	marine	water	field	collection	water	water	water	planktonic	7	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s043	DeTender	51.47	3.06	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s044	DeTender	51.47	3.06	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s045	DeTender	51.47	3.06	marine	water	field	collection	water	water	water	planktonic	21	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s046	DeTender	51.47	3.06	marine	water	field	collection	water	water	water	planktonic	21	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s047	DeTender	51.43	2.81	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s048	DeTender	51.43	2.81	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s049	DeTender	51.43	2.81	marine	water	field	collection	water	water	water	planktonic	22	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s050	DeTender	51.43	2.81	marine	water	field	collection	water	water	water	planktonic	22	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s051	DeTender	51.34	2.5	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s052	DeTender	51.34	2.5	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s053	DeTender	51.34	2.5	marine	water	field	collection	water	water	water	planktonic	6.6	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s054	DeTender	51.34	2.5	marine	water	field	collection	water	water	water	planktonic	6.6	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s055	DeTender	51.44	3.14	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s056	DeTender	51.44	3.14	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s057	DeTender	51.44	3.14	marine	water	field	collection	water	water	water	planktonic	10	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s058	DeTender	51.44	3.14	marine	water	field	collection	water	water	water	planktonic	10	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s059	DeTender	51.27	2.61	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s060	DeTender	51.27	2.61	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s061	DeTender	51.27	2.61	marine	water	field	collection	water	water	water	planktonic	27	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s062	DeTender	51.27	2.61	marine	water	field	collection	water	water	water	planktonic	27	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s063	DeTender	51.19	2.7	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s064	DeTender	51.19	2.7	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s065	DeTender	51.19	2.7	marine	water	field	collection	water	water	water	planktonic	13	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s066	DeTender	51.19	2.7	marine	water	field	collection	water	water	water	planktonic	13	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s067	DeTender	51.46	2.35	marine	water	field	collection	water	water	water	planktonic	38	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s068	DeTender	51.46	2.35	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s069	DeTender	51.46	2.35	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s070	DeTender	51.46	2.35	marine	water	field	collection	water	water	water	planktonic	38	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s071	DeTender	51.75	2.7	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s072	DeTender	51.75	2.7	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s073	DeTender	51.75	2.7	marine	water	field	collection	water	water	water	planktonic	36	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s074	DeTender	51.75	2.7	marine	water	field	collection	water	water	water	planktonic	36	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s075	DeTender	51.68	2.42	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s076	DeTender	51.68	2.42	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s077	DeTender	51.68	2.42	marine	water	field	collection	water	water	water	planktonic	36	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s078	DeTender	51.68	2.42	marine	water	field	collection	water	water	water	planktonic	36	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s079	DeTender	51.48	2.45	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s080	DeTender	51.48	2.45	marine	water	field	collection	water	water	water	planktonic	32	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s081	DeTender	51.48	2.45	marine	water	field	collection	water	water	water	planktonic	32	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s082	DeTender	51.58	2.79	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s083	DeTender	51.58	2.79	marine	water	field	collection	water	water	water	planktonic	1	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s084	DeTender	51.58	2.79	marine	water	field	collection	water	water	water	planktonic	33	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2015s085	DeTender	51.58	2.79	marine	water	field	collection	water	water	water	planktonic	33	unknown	collection	16	35	ambient	summer	341F_785R	powersoil
DT2017s007	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	153	late	7.7	34.5	ambient	winter	341F_785R	powersoil
DT2017s009	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	88	late	10.4	34	ambient	winter	341F_785R	powersoil
DT2017s044	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	126	late	6.5	32.4	ambient	winter	341F_785R	powersoil
DT2017s048	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	126	late	6.5	32.4	ambient	winter	341F_785R	powersoil
DT2017s058	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	0	early	16.3	33.8	ambient	autumn	341F_785R	powersoil
DT2017s075	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	0	early	16.3	33.8	ambient	autumn	341F_785R	powersoil
DT2017s079	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	88	late	10.4	34	ambient	winter	341F_785R	powersoil
DT2017s093	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	153	late	7.7	34.5	ambient	winter	341F_785R	powersoil
DT2017s094	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	25	late	13.1	32.8	ambient	autumn	341F_785R	powersoil
DT2017s096	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	153	late	7.7	34.5	ambient	winter	341F_785R	powersoil
DT2017s097	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	126	late	6.5	32.4	ambient	winter	341F_785R	powersoil
DT2017s117	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	88	late	10.4	34	ambient	winter	341F_785R	powersoil
DT2017s120	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	25	late	13.1	32.8	ambient	autumn	341F_785R	powersoil
DT2017s124	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	25	late	13.1	32.8	ambient	autumn	341F_785R	powersoil
DT2017s126	DeTenderB	51.566667	2.966667	marine	sediment	field	incubation	water	water	water	planktonic	26	0	early	16.3	33.8	ambient	autumn	341F_785R	powersoil
Xu2019s015	Xu	35.95	120.266667	marine	water	field	incubation	water	water	water	planktonic	0	180	late	27.65	31.85	ambient	summer	341F_785R	powersoil
Xu2019s016	Xu	35.95	120.266667	marine	water	field	incubation	water	water	water	planktonic	0	365	late	5.35	31.83	ambient	winter	341F_785R	powersoil
Pa2019s006	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	not_plastic	glass	not_plastic	biofilm	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s009	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	not_plastic	glass	not_plastic	biofilm	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s012	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	not_plastic	glass	not_plastic	biofilm	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s015	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	not_plastic	glass	not_plastic	biofilm	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s001	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s005	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	winter	341F_802R	fastdna_soil
Pa2019s007	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	winter	341F_802R	fastdna_soil
Pa2019s008	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s010	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s011	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s013	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	winter	341F_802R	fastdna_soil
Pa2019s014	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s021	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	winter	341F_802R	fastdna_soil
Pa2019s024	Parrish	40.76	-74.03	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s026	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	winter	341F_802R	fastdna_soil
Pa2019s028	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s029	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	winter	341F_802R	fastdna_soil
Pa2019s030	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	plastic	pe	pe	aliphatic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s002	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	plastic	ps	ps	other plastic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s003	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	ps	ps	other plastic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s004	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	ps	ps	other plastic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s016	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	ps	ps	other plastic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s019	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	plastic	ps	ps	other plastic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s023	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	plastic	ps	ps	other plastic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s025	Parrish	40.509228	-74.727287	freshwater	water	lab	incubation	plastic	ps	ps	other plastic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s027	Parrish	40.756774	-74.031732	aquatic	water	lab	incubation	plastic	ps	ps	other plastic	0	2	early	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s017	Parrish	40.756774	-74.031732	aquatic	water	field	collection	water	water	water	planktonic	0	unknown	collection	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s018	Parrish	40.756774	-74.031732	aquatic	water	field	collection	water	water	water	planktonic	0	unknown	collection	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s020	Parrish	40.509228	-74.727287	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	25	0	ambient	summer	341F_802R	fastdna_soil
Pa2019s022	Parrish	40.509228	-74.727287	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	25	0	ambient	summer	341F_802R	fastdna_soil
Pi2019s002	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s005	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	60	late	10.5	38	dim	winter	341F_802R	puregene
Pi2019s010	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	60	late	10.5	38	dim	winter	341F_802R	puregene
Pi2019s014	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	7	early	17	38	ambient	winter	341F_802R	puregene
Pi2019s019	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	7	early	17	38	ambient	winter	341F_802R	puregene
Pi2019s033	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	60	late	10.5	38	ambient	winter	341F_802R	puregene
Pi2019s034	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	60	late	10.5	38	ambient	winter	341F_802R	puregene
Pi2019s035	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s041	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	7	early	17	38	dim	winter	341F_802R	puregene
Pi2019s049	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	7	early	17	38	dim	winter	341F_802R	puregene
Pi2019s050	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	30	late	13.5	38	dim	winter	341F_802R	puregene
Pi2019s052	Pinto	45.095147	13.635108	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0	30	late	13.5	38	dim	winter	341F_802R	puregene
Pi2019s004	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	7	early	17	38	dim	winter	341F_802R	puregene
Pi2019s008	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	60	late	10.5	38	dim	winter	341F_802R	puregene
Pi2019s012	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	7	early	17	38	ambient	winter	341F_802R	puregene
Pi2019s013	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	7	early	17	38	dim	winter	341F_802R	puregene
Pi2019s015	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	7	early	17	38	dim	winter	341F_802R	puregene
Pi2019s016	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	7	early	17	38	ambient	winter	341F_802R	puregene
Pi2019s017	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	7	early	17	38	ambient	winter	341F_802R	puregene
Pi2019s018	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	7	early	17	38	ambient	winter	341F_802R	puregene
Pi2019s024	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s025	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s036	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	60	late	10.5	38	dim	winter	341F_802R	puregene
Pi2019s037	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s038	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	30	late	13.5	38	dim	winter	341F_802R	puregene
Pi2019s039	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	30	late	13.5	38	dim	winter	341F_802R	puregene
Pi2019s046	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s047	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	7	early	17	38	dim	winter	341F_802R	puregene
Pi2019s051	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	30	late	13.5	38	dim	winter	341F_802R	puregene
Pi2019s053	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	30	late	13.5	38	dim	winter	341F_802R	puregene
Pi2019s066	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	60	late	10.5	38	ambient	winter	341F_802R	puregene
Pi2019s067	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	60	late	10.5	38	ambient	winter	341F_802R	puregene
Pi2019s069	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	ldpe	pe	aliphatic	0	60	late	10.5	38	ambient	winter	341F_802R	puregene
Pi2019s070	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	60	late	10.5	38	ambient	winter	341F_802R	puregene
Pi2019s071	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	hdpe	pe	aliphatic	0	60	late	10.5	38	dim	winter	341F_802R	puregene
Pi2019s006	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	30	late	13.5	38	dim	winter	341F_802R	puregene
Pi2019s007	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	30	late	13.5	38	dim	winter	341F_802R	puregene
Pi2019s009	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s011	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s022	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	7	early	17	38	ambient	winter	341F_802R	puregene
Pi2019s028	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	60	late	10.5	38	ambient	winter	341F_802R	puregene
Pi2019s031	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	60	late	10.5	38	dim	winter	341F_802R	puregene
Pi2019s044	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	7	early	17	38	dim	winter	341F_802R	puregene
Pi2019s057	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	7	early	17	38	ambient	winter	341F_802R	puregene
Pi2019s058	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	7	early	17	38	dim	winter	341F_802R	puregene
Pi2019s065	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	60	late	10.5	38	ambient	winter	341F_802R	puregene
Pi2019s073	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pp	pp	aliphatic	0	60	late	10.5	38	dim	winter	341F_802R	puregene
Pi2019s001	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pvc	pvc	other plastic	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s003	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pvc	pvc	other plastic	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s020	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pvc	pvc	other plastic	0	60	late	10.5	38	dim	winter	341F_802R	puregene
Pi2019s021	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pvc	pvc	other plastic	0	60	late	10.5	38	dim	winter	341F_802R	puregene
Pi2019s023	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pvc	pvc	other plastic	0	7	early	17	38	ambient	winter	341F_802R	puregene
Pi2019s026	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pvc	pvc	other plastic	0	30	late	13.5	38	ambient	winter	341F_802R	puregene
Pi2019s029	Pinto	45.095147	13.635108	marine	water	field	incubation	plastic	pvc	pvc	other plastic	0	60	late	10.5	38	dim	winter	341F_802R	puregene
